Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Default Umbrella,Wallpaper,Flooring,Furniture List,Furniture Name List,DIY Workbench,Kitchen Equipment,Version Added,Name Color,Bubble Color,Filename,Unique Entry ID
Francine,,,,Rabbit,Female,Snooty,B,Fashion,1/22,karat,K.K. Cruisin',You can't have wise folks if you don't have fools too.,Elegant,Gorgeous,Blue,Black,8187,white shiny-bows parasol,cute blue wall,blue dot flooring,1757;2560;3995;3996;3999;4000;4001;4002;4017;4030;4052;4053;4338;6676;7818,claw-foot tub;wooden chest;cute DIY table;cute wall-mounted clock;cute chair;cute tea table;cute vanity;cute floor lamp;shower set;bathroom towel rack;rattan bed;rattan armchair;portable record player;Chrissy's photo;bathrobe,"3995,0_0","3251,3_0",1.0.0,#fffce9,#3fd8e0,rbt12,eJZX7wDRYqatmKBKr
Frank,,,,Eagle,Male,Cranky,B,Education,7/30,crushy,K.K. Casbah,Today is the last day of the rest of your life.,Gorgeous,Cool,Brown,Yellow,2401,two-tone umbrella,gray shanty wall,boxing-ring mat,787;833;1232;1452;3560;4013;4015;7152;7800,tape deck;upright locker;water cooler;weight bench;iron worktable;punching bag;shower booth;neutral corner;protein shaker bottle,"3943,3_0",3615,1.0.0,#28665a,#78dd62,pbr06,8BgXtjz2mfGBrZwCm
Freckles,,,,Duck,Female,Peppy,B,Fashion,2/19,ducky,Marine Song 2001,Act now before you change your mind!,Simple,Cute,Green,Colorful,8820,sunny parasol,lattice wall,bamboo flooring,724;739;2274;3064;3583;3583;3583;3583;3587;3615;3672;3697;3699;3943;4026;4118;7047;7369;7369,kettle;tea table;tuna;cooler box;fishing-boat flag;fishing-boat flag;fishing-boat flag;fishing-boat flag;fishing-rod stand;open-frame kitchen;cardboard box;portable radio;fish print;ironwood DIY workbench;utility sink;magnetic knife rack;zen cushion;tatami mat;tatami mat,"3943,0_0",3615,1.0.0,#fffce9,#ff6183,duk07,AcYKxih6FpRRyZDs4
Frett,,,,Dog,Male,Cranky,B,Music,10/30,goshers,Comrade K.K.,I'm in the prime of my life.,Cool,Active,Gray,Brown,8973,camo umbrella,dirt-clod wall,old board flooring,957;1222;1241;1823;1823;3251;4034;7371;13337;13338;13339;13341,ventilation fan;TV with VCR;DIY workbench;trash bags;trash bags;gas range;scattered papers;sloppy rug;sloppy table;sloppy sink;sloppy sofa;sloppy bed,"1241,0_0","3251,0_0",2.0.0,#9b8986,#fff80d,dog11,xN24wihBtxoWpX9ED
Freya,,,,Wolf,Female,Snooty,B,Fashion,12/14,uff da,Lucky K.K.,Don't stray too far from the pack.,Elegant,Cool,Green,Blue,4566,lacy parasol,heavy-curtain wall,rose flooring,742;794;1058;1652;2772;3950;3950;3952;3955;3957;3958;4028;4230,fireplace;phonograph;music stand;matryoshka;fancy violin;antique chair;antique chair;antique table;antique vanity;antique bed;antique mini table;retro radiator;glass holder with candle,"3943,2_0","3270,2_0",1.0.0,#fffce9,#ff6183,wol05,qyoMuqvPA4Wqp3Ybn
Friga,,,,Penguin,Female,Snooty,B,Fashion,10/16,brrrmph,Farewell,You can't learn a life lesson from a fortune cookie.,Elegant,Gorgeous,Pink,Black,8509,candy umbrella,white subway-tile wall,stone tile,929;1757;2776;3498;3683;4003;4017;4030;4045;4046;4047;4048;4049;4050;4051;4052;4053;4054,air conditioner;claw-foot tub;tankless toilet;frozen partition;plain sink;cute music player;shower set;bathroom towel rack;rattan waste bin;rattan end table;rattan stool;rattan towel basket;rattan wardrobe;rattan table lamp;rattan vanity;rattan bed;rattan armchair;rattan low table,"3943,4_0","3251,1_0",1.0.0,#634b4b,#f2bdc7,pgn04,uk9DGWqzxRT4TEJbm
Frita,,,,Sheep,Female,Big Sister,A,Music,7/16,oh ewe,K.K. Rockabilly,Don't sweat the small potatoes.,Active,Cute,Yellow,Red,5287,rainbow umbrella,pink diner wall,yellow floral flooring,791;918;954;971;1802;1866;3416;4139;4142;4143;7392,jukebox;coffee cup;espresso maker;snack machine;drink machine;menu chalkboard;soft-serve lamp;diner counter table;diner dining table;diner neon sign;candy machine,"3943,0_0","3616,1_0",1.0.0,#874c25,#ffaa3b,shp11,79EahCMHHzp3BwH7x
Frobert,,,,Frog,Male,Jock,B,Fitness,2/8,fribbit,K.K. Ragtime,Always aim high!,Active,Simple,Blue,Colorful,4275,maple-leaf umbrella,green playroom wall,green vinyl flooring,2560;2731;3122;3438;3439;4132;4753;4756;4757;4759;7338;7454;7524;7528,wooden chest;digital alarm clock;mini DIY workbench;wooden end table;wooden table;yucca;throwback wrestling figure;throwback wall clock;throwback skull radio;throwback race-car bed;white message mat;wooden toolbox;simple medium avocado mat;tool cart,"3122,0_0","3251,0_0",1.0.0,#219479,#87e0a9,flg02,YXidGR87Fi7mov7Po
Fuchsia,,,,Deer,Female,Big Sister,A,Music,9/19,precious,K.K. Rock,It takes one to know one.,Cool,Cool,Pink,Pink,4616,Toad parasol,pink shanty wall,brown floral flooring,849;1644;2554;3195;3428;3621;3995;3996;3997;4002;4003;4129,amp;rock guitar;double sofa;ironwood cart;wall-mounted TV (50 in.);loft bed with desk;cute DIY table;cute wall-mounted clock;cute wardrobe;cute floor lamp;cute music player;monstera,"3995,0_0","3251,2_0",1.0.0,#fffce9,#f993ce,der06,Z98WrodjQxXZAACLA
Gabi,,,,Rabbit,Female,Peppy,B,Fashion,12/16,honeybun,Neapolitan,The more the merrier.,Cute,Gorgeous,Brown,Red,6811,tartan-check umbrella,beaded-curtain wall,orange retro flooring,928;1757;2713;2740;2776;3270;3439;3618;3683;3971;4003;4017;4030,pot rack;claw-foot tub;refrigerator;automatic washer;tankless toilet;ironwood kitchenette;wooden table;cutting board;plain sink;imperial partition;cute music player;shower set;bathroom towel rack,"3995,2_0","3270,0_0",1.0.0,#848484,#ffffff,rbt05,WC97mFMgiZixDfcRZ
Gala,,,,Pig,Female,Normal,B,Education,3/5,snortie,Animal City,Still waters run deep.,Cute,Elegant,Pink,White,6901,mini-flower-print umbrella,stately wall,light wood-pattern flooring,742;794;839;839;1165;1744;1750;1850;2554;3065;3672;3783;3784;3958;5931;7348;7453;9814,fireplace;phonograph;safe;safe;surveillance camera;wall clock;document stack;laptop;double sofa;gold bars;cardboard box;den desk;den chair;antique mini table;jail bars;red carpet;aluminum briefcase;lucky gold cat,"3943,0_0",3615,1.0.0,#97858e,#feeae7,pig13,84NHBxaLCDPy48Xpx
Gaston,,,,Rabbit,Male,Cranky,B,Education,10/28,mon chou,K.K. Song,An ear for an ear makes it hard to hear.,Simple,Gorgeous,Brown,Orange,8489,bat umbrella,ramshackle wall,ramshackle flooring,717;3229;3697;4008;4038;4393;5970;7160;7161;7345;10742,clay furnace;clothesline;portable radio;kettle bathtub;log stool;old-fashioned washtub;firewood;cardboard table;cardboard bed;shanty mat;bamboo stool,7142,717,1.0.0,#9b553a,#ffd00d,rbt04,5TXosg4PLkG4jZ3AD
Gayle,,,,Alligator,Female,Normal,A,Nature,5/17,snacky,Bubblegum K.K.,An ounce of prevention is worth a pound of cure.,Cute,Cute,Pink,White,3070,pink shiny-bows parasol,pink quilt wall,pine-board flooring,1870;2561;3624;3995;3996;3998;3999;4000;4001;4003;7134,mug;floor lamp;cute bed;cute DIY table;cute wall-mounted clock;cute sofa;cute chair;cute tea table;cute vanity;cute music player;wooden low table,"3995,0_0","3270,4_0",1.0.0,#fffce9,#f993ce,crd07,HY5swi9u3np5LyR8Q
Genji,,,,Rabbit,Male,Jock,B,Fitness,1/21,mochi,King K.K.,"Fall down seven times, get up eight.",Elegant,Simple,Green,Purple,8201,maple-leaf umbrella,gold-screen wall,mossy-garden flooring,677;710;716;725;3580;5976;6031;7282;7391;7393,deer scare;bamboo bench;screen;paper lantern;bonsai shelf;bamboo sphere;cherry-blossom branches;hanging scroll;tatami bed;pond stone,7142,717,1.0.0,#848484,#ffffff,rbt08,zFPwakzpAr8fmL4FM
Gigi,,,,Frog,Female,Snooty,B,Fashion,8/11,ribbette,K.K. Swing,Look at the world through rose-colored glasses.,Gorgeous,Elegant,Black,White,4341,black lace umbrella,purple-rose wall,purple Moroccan flooring,794;998;1227;3428;3683;3951;4015;4048;4080;7235;10244,phonograph;kitchen island;deluxe washer;wall-mounted TV (50 in.);plain sink;antique console table;shower booth;rattan towel basket;long bathtub;rose bed;fragrance sticks,"3943,2_0","998,5_0",1.0.0,#fffce9,#a06fce,flg16,QX93pNfztrLZvLxdC
Gladys,,,,Ostrich,Female,Normal,B,Education,1/15,stretch,K.K. Folk,Smiles are free.,Elegant,Cute,Green,Pink,8201,paper parasol,shoji screen,tatami,725;1029;3230;4033;7047;7048;7681;7682;7865;8998,paper lantern;low screen;futon;traditional tea set;zen cushion;pile of zen cushions;loom;kimono stand;elaborate kimono stand;old commoner's kimono,"3122,0_0",717,1.0.0,#848484,#ffffff,ost01,ZSLn6jgRc5W4oZA4f
Gloria,,,,Duck,Female,Snooty,B,Fashion,8/12,quacker,Animal City,Time is money.,Gorgeous,Elegant,Black,Gray,8896,black lace umbrella,café-curtain wall,sidewalk flooring,144;1092;3509;3509;3816;3816;4070;8031,manhole cover;popcorn machine;garden bench;garden bench;streetlamp;streetlamp;street organ;fountain,"3943,0_0","3270,1_0",1.0.0,#848484,#ffffff,duk15,7iiegnbmMRDeDaC3t
Goldie,,,,Dog,Female,Normal,B,Nature,12/27,woof,K.K. Bossa,A little bit of happiness is better than a lot of anguish.,Simple,Cute,Yellow,Orange,2677,strawberry umbrella,modern wood wall,light parquet flooring,1081;1557;1558;1561;1565;2554;3122;3681;4003;4069;4119;7334,upright piano;wooden-block bed;wooden-block bookshelf;wooden-block chest;wooden-block table;double sofa;mini DIY workbench;piano bench;cute music player;table lamp;macrame tapestry;ivory small round mat,"3122,0_0","3616,6_0",1.0.0,#879b96,#fff98f,dog00,RdpZtkYzLeivKyx7Z
Gonzo,,,,Koala,Male,Cranky,A,Nature,10/13,mate,Surfin' K.K.,"Brothers are brothers, cheese is cheese.",Simple,Cool,Black,Green,4566,green umbrella,cabin wall,wooden-knot flooring,704;3270;3282;4036;4041;4043;4117;4338;5970;9314,tapestry;ironwood kitchenette;pop-up toaster;log decorative shelves;log bed;log round table;wood-burning stove;portable record player;firewood;green kilim-style carpet,"3943,2_0","3270,2_0",1.0.0,#5e5e5e,#bfbfbf,kal04,SFkpDu8Bxgot4ShcP
Goose,,,,Chicken,Male,Jock,B,Fitness,10/4,buh-kay,K.K. Country,Birds of a feather crow together.,Simple,Active,Blue,White,8206,rainbow umbrella,green painted-wood wall,artsy parquet flooring,787;1913;2560;2605;2713;3122;3251;3438;3439;3818;4123,tape deck;wooden chair;wooden chest;wooden simple bed;refrigerator;mini DIY workbench;gas range;wooden end table;wooden table;pennant;mini-cactus set,"3122,5_0","3251,0_0",1.0.0,#848484,#ffffff,chn00,5iSyoeFknLsoYManw
Graham,,,,Hamster,Male,Smug,A,Education,6/20,indeed,Bubblegum K.K.,Knowledge is power.,Simple,Cool,Green,Orange,4615,melon umbrella,server-room wall,monochromatic tile flooring,793;875;929;1126;1126;1759;1850;2492;3590;4125;7159;7160;7161;7528;10514;10515,high-end stereo;breaker;air conditioner;server;server;stack of books;laptop;Bubblegum K.K.;desktop computer;wooden bookshelf;cardboard sofa;cardboard table;cardboard bed;tool cart;Francine's poster;Chrissy's poster,"3122,0_0","3270,0_0",1.0.0,#9b553a,#ffd00d,ham02,D86CPtiT7ssiFexPE
Greta,,,,Mouse,Female,Snooty,A,Education,9/5,yelp,Comrade K.K.,The world is a stage.,Elegant,Simple,Pink,Purple,3536,paper parasol,modern shoji-screen wall,common flooring,717;722;725;787;2736;3230;3658;4106;5970;7047;7282;7369;7369;7369;7369,clay furnace;hearth;paper lantern;tape deck;retro fan;futon;bamboo basket;pendulum clock;firewood;zen cushion;hanging scroll;tatami mat;tatami mat;tatami mat;tatami mat,"3122,0_0",717,1.0.0,#848484,#ffffff,mus16,jKZuhKCACcaqpDCNQ
Grizzly,,,,Bear,Male,Cranky,B,Education,7/31,grrr,K.K. Condor,Those who live in glass houses shouldn't throw stones.,Cool,Simple,Red,Black,3225,logo umbrella,starry-sky wall,Saharah's desert,889;1430;1432;1433;1434;4038;4042,camp stove;bonfire;lantern;campfire cookware;sleeping bag;log stool;log bench,7142,"3251,0_0",1.0.0,#eac113,#7c6559,bea09,ePDrk4wsbfZAu4rA3
Groucho,,,,Bear,Male,Cranky,B,Music,10/23,grumble,K.K. Metal,Rocky road is more than just a flavor of ice cream.,Cool,Simple,Black,Gray,3256,vinyl umbrella,gray shanty wall,skull-print flooring,849;1644;2554;3194;3560;3561;3563;3943;3992;4081;4105;4754;4757,amp;rock guitar;double sofa;ironwood low table;iron worktable;iron hanger stand;iron shelf;ironwood DIY workbench;key holder;camping cot;plasma ball;throwback gothic mirror;throwback skull radio,"3943,3_0","3270,3_0",1.0.0,#fffad4,#194c89,bea06,QC3CiJqhhcm9WpAho
Gruff,,,,Goat,Male,Cranky,B,Music,8/29,bleh eh eh,K.K. Rockabilly,Don't burn bridges.,Cool,Gorgeous,Purple,Black,7621,bat umbrella,rustic-stone wall,gray vinyl flooring,791;863;937;1045;1803;4139;4141;4144,jukebox;billiard table;dartboard;silver mic;drum set;diner counter table;diner sofa;diner neon clock,"3943,2_0","3616,4_0",1.0.0,#28665a,#78dd62,goa04,oTGj76upYyWRcG34C
Gwen,,,,Penguin,Female,Snooty,B,Fashion,1/23,h-h-h-hon,Drivin',"Mind your manners, or someone else will.",Gorgeous,Elegant,Green,White,2706,fairy-tale umbrella,ice wall,ice flooring,1840;3468;3498;3498;3502;3505;4017;4279;4338;5165;9766,whirlpool bath;beach towel;frozen partition;frozen partition;frozen bed;frozen counter;shower set;frozen-treat set;portable record player;wall-mounted candle;mini fridge,"3943,4_0",3615,1.0.0,#fffce9,#7352e8,pgn05,jFBkwJJrXK4mJ2giR
Hamlet,,,,Hamster,Male,Jock,A,Play,5/30,hammie,K.K. Reggae,The ear's the thing.,Simple,Active,Purple,Blue,6822,frog umbrella,blue playroom wall,colorful puzzle flooring,1241;1558;3205;3208;3584;3623;4758;4759;4760;4762;5543;7258,DIY workbench;wooden-block bookshelf;wooden-block stereo;wooden-block wall clock;study poster;toy box;throwback mitt chair;throwback race-car bed;throwback hat table;throwback container;wooden-block stool;modeling clay,"1241,0_0","3270,0_0",1.0.0,#9b553a,#ffd00d,ham00,LA2HHrtZ6beHgmKpL
Hamphrey,,,,Hamster,Male,Cranky,A,Nature,2/25,snort,Comrade K.K.,Children should be seen and not heard.,Cool,Simple,Gray,Beige,8514,vinyl umbrella,screen wall,rush tatami,787;1849;2771;3230;3580;5636;7048;7452,tape deck;kotatsu;round space heater;futon;bonsai shelf;wooden-plank sign;pile of zen cushions;raccoon figurine,"3122,2_0",717,1.0.0,#fffce9,#515151,ham07,bp3ns8FmZnYBL7CqD
Hans,,,,Gorilla,Male,Smug,A,Fitness,12/5,groovy,K.K. Sonata,One good turn deserves another.,Elegant,Gorgeous,Gray,Blue,4735,snowflake umbrella,ski-slope wall,ski-slope flooring,530;530;533;533;533;889;1429;1430;1434;3697;4042;5970;5972;7281,grass standee;grass standee;tree standee;tree standee;tree standee;camp stove;campfire;bonfire;sleeping bag;portable radio;log bench;firewood;wild log bench;sleigh,7142,"3251,0_0",1.0.0,#848484,#ffffff,gor10,rAgKSRJPoazkBPS5d
Harry,,,,Hippo,Male,Cranky,B,Education,1/7,beach bum,K.K. Rally,Patience is a virtue for folks with time.,Cool,Simple,Green,Orange,8420,camo umbrella,aqua tile wall,white mosaic-tile flooring,1111;3468;3553;3689;4017;7153,outdoor bath;beach towel;bamboo partition;sauna heater;shower set;cypress bathtub,"3943,0_0","3251,0_0",1.0.0,#fffce9,#e8b010,hip08,dtAkeJzvhPfGXH7pk
Hazel,,,,Squirrel,Female,Big Sister,A,Play,8/30,uni-wow,DJ K.K.,Never say never!,Active,Cute,Red,Yellow,3244,apple umbrella,dojo wall,wooden-knot flooring,787;1181;1181;1744;2010;4226;7264;7529,tape deck;tennis table;tennis table;wall clock;ball;basketball hoop;champion's pennant;folding chair,"1241,0_0","3270,1_0",1.0.0,#874c25,#ffaa3b,squ18,PfTkvEmpjE2HR3SeD
Henry,,,,Frog,Male,Smug,A,Music,9/21,snoozit,K.K. Soul,The way to a frog's heart is through his stomach.,Cool,Simple,Aqua,Blue,3209,vinyl umbrella,rustic-stone wall,modern wood flooring,918;920;928;954;1043;1845;3191;3193;3200;3251;3270;3271;3282;3562;3943;4109;4118;4129;4338;7334,coffee cup;coffee grinder;pot rack;espresso maker;microwave;simple kettle;ironwood table;ironwood chair;ironwood bed;gas range;ironwood kitchenette;ironwood cupboard;pop-up toaster;iron wall rack;ironwood DIY workbench;double-door refrigerator;magnetic knife rack;monstera;portable record player;ivory small round mat,"3943,0_0","3270,2_0",1.0.0,#28665a,#78dd62,flg19,RNats2ap2rGvbdcKn
Hippeux,,,,Hippo,Male,Smug,A,Education,10/15,natch,K.K. Sonata,Mottoes are for the unoriginal.,Elegant,Gorgeous,Brown,Green,8110,mint umbrella,arched-window wall,dark herringbone flooring,794;1042;1875;2554;3681;3958;4046;4050;4052;4053;4054;4106,phonograph;metronome;grand piano;double sofa;piano bench;antique mini table;rattan end table;rattan table lamp;rattan bed;rattan armchair;rattan low table;pendulum clock,"3943,2_0","3251,4_0",1.0.0,#8b5f57,#d8cc39,hip09,WjAPWpCx6bTjKiZjw
Hopkins,,,,Rabbit,Male,Lazy,A,Nature,3/11,thumper,Pondering,A wise mammal gives danger a wide berth.,Simple,Active,Blue,Yellow,2655,vinyl umbrella,concrete wall,cool vinyl flooring,955;957;971;1165;1802;3428;8225;8225;8226;8226;8227;8227;12207,exit sign;ventilation fan;snack machine;surveillance camera;drink machine;wall-mounted TV (50 in.);arcade fighting game;arcade fighting game;arcade combat game;arcade combat game;arcade mahjong game;arcade mahjong game;arcade seat,"3122,6_0","3251,3_0",1.0.0,#fffce9,#55cfff,rbt14,EeTwHAQeWyShyg7pm
Hopper,,,,Penguin,Male,Cranky,B,Music,4/6,slushie,Comrade K.K.,Always have a comeback.,Cool,Simple,Yellow,Red,3462,bat umbrella,iceberg wall,iceberg flooring,533;533;1111;3398;3468;3500;3500;3697;5337,tree standee;tree standee;outdoor bath;stone stool;beach towel;frozen pillar;frozen pillar;portable radio;three-tiered snowperson,7142,"3270,4_0",1.0.0,#fffce9,#515151,pgn03,FP3bdBM2RSjWTXYHK
Hornsby,,,,Rhinoceros,Male,Lazy,A,Nature,3/20,schnozzle,K.K. Lament,You can't hit a mosquito with a horseshoe.,Simple,Simple,Green,Brown,3579,green umbrella,dirt-clod wall,rush tatami,739;787;957;1823;1861;1870;3230;3586;3622;3672;3672;7047;7048;9766,tea table;tape deck;ventilation fan;trash bags;stacked magazines;mug;futon;magazine;floor seat;cardboard box;cardboard box;zen cushion;pile of zen cushions;mini fridge,"3122,2_0","3251,3_0",1.0.0,#fffce9,#0961f6,rhn04,KuDi35nStc6mtd3F8
Huck,,,,Frog,Male,Smug,A,Fitness,7/9,hopper,To the Edge,Cold coffee makes for a cold demeanor.,Simple,Cool,Green,Yellow,3383,grape umbrella,straw wall,dirt flooring,717;1120;2559;3675;4037;4043;4073;7142;7345;7393;10743,clay furnace;scarecrow;pot;hay bed;log wall-mounted clock;log round table;classic pitcher;simple DIY workbench;shanty mat;pond stone;bamboo speaker,7142,717,1.0.0,#fffce9,#515151,flg11,KWx6zRZpPoaQy2PMD
Hugh,,,,Pig,Male,Lazy,B,Play,12/30,snortle,My Place,Keep it real. Real chill.,Simple,Active,Beige,Yellow,3257,vinyl umbrella,blue playroom wall,colorful puzzle flooring,975;1434;1759;1845;1870;3251;3282;3431;3582;3672;3672;3672;3672;3672;4003;4109;4135;4279;6033;7371;7392,fruit basket;sleeping bag;stack of books;simple kettle;mug;gas range;pop-up toaster;wall fan;book;cardboard box;cardboard box;cardboard box;cardboard box;cardboard box;cute music player;double-door refrigerator;freezer;frozen-treat set;outdoor picnic set;sloppy rug;candy machine,"3995,4_0","3251,3_0",1.0.0,#fffce9,#0961f6,pig03,Ko7gAjWQAY3PY5DLi
Iggly,,,,Penguin,Male,Jock,B,Fitness,11/2,waddler,I Love You,"Six of one, half dozen of the other.",Active,Simple,Red,Blue,4586,kiwi umbrella,ice wall,ice flooring,667;1866;3416;3497;3497;3505;4003;4066;4066;4279;4279;4279;4279;4279;4279,shaved-ice maker;menu chalkboard;soft-serve lamp;frozen table;frozen table;frozen counter;cute music player;illuminated tree;illuminated tree;frozen-treat set;frozen-treat set;frozen-treat set;frozen-treat set;frozen-treat set;frozen-treat set,"3943,4_0",3615,1.0.0,#848484,#ffffff,pgn11,qZtYZEyzeZv2qhoJD
Ike,,,,Bear,Male,Cranky,A,Nature,5/16,roadie,K.K. Rock,"The higher you climb, the smaller things look.",Cool,Cool,Green,Blue,4402,camo umbrella,shutter wall,steel flooring,875;1241;3560;3563;3697;3943;3992;4081;4687;7190;7454;7528;8417,breaker;DIY workbench;iron worktable;iron shelf;portable radio;ironwood DIY workbench;key holder;camping cot;toolbox;studio wall spotlight;wooden toolbox;tool cart;wall-mounted tool board,"1241,2_0",3615,1.0.0,#fffce9,#4c3317,bea11,BvhNkdNxf2kJue7kp
Ione,,,,Squirrel,Female,Normal,B,Fashion,9/11,gleam,Chillwave,I was born under a lucky star.,Cool,Cute,White,Black,5135,fairy-tale umbrella,starry-sky wall,simple blue flooring,744;1708;1798;3428;3995;8417;9766;12356;12521;12543;12705;13007;13077;13342;13343;13519;13521,compact kitchen;cassette player;dinnerware;wall-mounted TV (50 in.);cute DIY table;wall-mounted tool board;mini fridge;round pillow;starry-skies rug;Nintendo Switch;stewpot;cool side table;Nordic lowboard;dreamy bed;dreamy wall rack;gaming chair;gaming desk,"3995,4_0","744,7_0",2.0.0,#fffad4,#8bcdea,squ21,7uo4N4LG5xdYoQsRK
