Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
energetic sweater,,,Purple,No,960,240,51,Purple,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLKids2,616,7637,FS6rPfKWZk6erLJ9S
explorer shirt,,,Beige,No,1120,280,51,Gray,Green,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer2,107,9432,m2Jz8dTEe675cwCFg
explorer shirt,,,Avocado,No,1120,280,51,Green,Red,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer1,107,9431,38yGvATTz5s8nD6fk
explorer shirt,,,Blue,No,1120,280,51,Blue,Yellow,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer3,107,9433,2FszT8afYqxji5xW3
explorer shirt,,,Camel,No,1120,280,51,Beige,Orange,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHExplorer0,107,3264,mafpBag6Kcdxw3zpb
fast-food uniform,,,Black,No,1200,300,51,Black,Red,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,1,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew0,1442,14727,WX7EZ7ZpQYHmhnAry
fast-food uniform,,,Blue,No,1200,300,51,Black,Blue,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,2,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew1,1442,435,6eet6DJLytgY6w7oo
fast-food uniform,,,Pink,No,1200,300,51,Pink,Aqua,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,3,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew5,1442,439,Cv5jxPFHdtvKRtNYN
fast-food uniform,,,Orange,No,1200,300,51,Orange,Green,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,4,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew2,1442,436,KzsLbRZ9aPArxWX6M
fast-food uniform,,,Green,No,1200,300,51,Green,Yellow,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,5,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew3,1442,437,8pov7wGtstiw7Kjnb
fast-food uniform,,,Brown,No,1200,300,51,Brown,Beige,1x1,1100,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,work,6,Yes,For sale,2.0.0,Yes,TopsTexTopCoatHCrew4,1442,438,FG5HCNRmykopeSXiM
faux-hair sweater,,,White,No,1200,300,51,White,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cool,Simple,comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMohair1,350,7648,ov6EXHn8MFDMPWEbr
faux-hair sweater,,,Red,No,1200,300,51,Red,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cool,Simple,comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLMohair0,350,4417,j9z6bwxTqZqSpEEbs
faux-shearling coat,,,Gray,No,1680,420,51,Gray,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton4,84,9225,xASWpNjz7nip6orFK
faux-shearling coat,,,Black,No,1680,420,51,Black,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton3,84,9224,TgjdjQK3v8FWQ2Jpq
faux-shearling coat,,,Pink,No,1680,420,51,Pink,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Elegant,Cute,everyday; outdoorsy,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton1,84,9222,NhSEgskn7iX97xigX
faux-shearling coat,,,Green,No,1680,420,51,Green,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton2,84,9223,qCcxbbyokkZbCStbz
faux-shearling coat,,,Beige,No,1680,420,51,Beige,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Elegant,Cute,everyday; outdoorsy,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLMouton0,84,3222,WpjniGSpQzK38nX3q
fired-up kanji tee,,,Tamashii (Soul),No,640,160,51,Black,Yellow,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,1,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion0,1414,14430,SB3y5pKyosk29HKf9
fired-up kanji tee,,,Kizuna (Bond),No,640,160,51,Black,Gray,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,2,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion1,1414,14900,Tyqy2D8vevmRwNGhR
fired-up kanji tee,,,Men (Noodles),No,640,160,51,Black,White,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,3,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion2,1414,14901,cmPE4JHEJxbMHycGd
fired-up kanji tee,,,Yume (Dream),No,640,160,51,Black,Colorful,1x1,580,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Simple,Simple,everyday; outdoorsy; sporty; work,4,Yes,For sale,2.0.0,Yes,TopsTexTopTshirtsHKanjipassion3,1414,14902,pmxbjvQoA9oakexj2
fischerhemd,,,NA,No,1800,450,51,Blue,Red,1x1,1600,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Summer,Free,Free,Simple,Active,outdoorsy; vacation; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFischerhemdBlue,813,5658,tMByLq3jkhDNDB2vu
fish-print tee,,,NA,No,NFS,160,501,Beige,Yellow,1x1,NA,NA,C.J.,,Fishing Tourney (Spring); Fishing Tourney (Summer); Fishing Tourney (Fall); Fishing Tourney (Winter),Yes,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy,1,Yes,Not for sale,1.0.0,Yes,TopsTexTopTshirtsHFish0,1152,8765,SebBDo7mypSMwQxhL
fishing vest,,,Black,No,1440,360,51,Black,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing4,83,8620,SsMk9hPcTALaaqCc2
fishing vest,,,Red,No,1440,360,51,Red,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing0,83,3219,RC8hPfezpZdaGwkmy
fishing vest,,,Pink,No,1440,360,51,Pink,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing5,83,8621,YeFbuycQnEZPCoYqw
fishing vest,,,Orange,No,1440,360,51,Orange,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing2,83,8618,gc4p6ZxvEKhAoraHr
fishing vest,,,Avocado,No,1440,360,51,Green,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing7,83,8623,hLEANyFRfjAxPzAMX
fishing vest,,,Green,No,1440,360,51,Green,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing6,83,8622,FZ5eX8LMEnXquex8p
fishing vest,,,Blue,No,1440,360,51,Blue,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing1,83,8617,2HBbMgcvJHkp46WyQ
fishing vest,,,Purple,No,1440,360,51,Purple,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFishing3,83,8619,HTpFLAmPhjZkBWEwZ
fitness tank,,,Black,No,800,200,51,Black,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness4,250,8048,9mya7BZEbeBnmXrB9
fitness tank,,,Red,No,800,200,51,Red,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness6,250,8050,ycywcxPLS4fxdaWrn
fitness tank,,,Pink,No,800,200,51,Pink,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness1,250,8045,zNFW9iSr8vzJzngWo
fitness tank,,,Orange,No,800,200,51,Orange,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness3,250,8047,cC2fXHXZt7jELsHC6
fitness tank,,,Yellow,No,800,200,51,Yellow,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness5,250,8049,rNcc6oPNg5F9rYxET
fitness tank,,,Mint,No,800,200,51,Green,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness0,250,4205,pf3TqdjT25titHKTC
fitness tank,,,Light blue,No,800,200,51,Aqua,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,outdoorsy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness2,250,8046,EAQWmffPDBgLrwHKa
fitness tank,,,Purple,No,800,200,51,Purple,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Active,Active,outdoorsy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsNFitness7,250,8051,AfSxXnD68W5NzygyT
five-ball tee,,,NA,No,560,140,51,Orange,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball5,133,3322,WsYW9gfDhPcPPerbk
flame tee,,,NA,No,800,200,51,Red,Black,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Free,Free,Active,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFire0,1047,9536,zk7LLkWEFDXBhA56g
flannel shirt,,,Red,No,1200,300,51,Red,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel0,85,3225,n8NYrB9rdjARN3JcB
flannel shirt,,,Green,No,1200,300,51,Green,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel1,85,8945,jRHjkvvvQWrYykHTr
flannel shirt,,,Blue,No,1200,300,51,Blue,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel2,85,8946,usEu4RNDtAHWtXkpw
flannel shirt,,,Purple,No,1200,300,51,Purple,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel4,85,8948,PA9YxRzWDLRnwautw
flannel shirt,,,Beige,No,1200,300,51,Beige,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLFlannel3,85,8947,kRizWQBEk6BmJs6xD
flashy cardigan,,,Red,No,1200,300,51,Red,Colorful,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Gorgeous,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic0,823,5685,s7fDJcPmirS68nmuF
flashy cardigan,,,Blue,No,1200,300,51,Blue,Colorful,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Gorgeous,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLPsychedelic1,823,7857,TBsGpCoXDJ9CxGpwE
flashy jacket,,,White,No,1960,490,51,White,Red,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy0,108,3265,bsknG2icWD6qRsZQM
flashy jacket,,,Black,No,1960,490,51,Black,Yellow,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy1,108,8104,WkyL8quGNgeG8mv2K
flashy jacket,,,Berry red,No,1960,490,51,Red,Black,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy3,108,8106,JvpDnCmieBYpWQQqW
flashy jacket,,,Yellow,No,1960,490,51,Yellow,Purple,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy5,108,8108,xxvyPserigxWRxBZk
flashy jacket,,,Aquamarine,No,1960,490,51,Green,Green,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy4,108,8107,2a5o2ngDn2uM3Tsxa
flashy jacket,,,Purple,No,1960,490,51,Purple,Blue,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Manly,Gorgeous,Gorgeous,formal; party; theatrical,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLJacketgaudy2,108,8105,ihbv8PYd7kmxEfuZg
flight jacket,,,Black,No,1680,420,51,Black,Gray,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cool,Cool,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight1,251,8564,Yf9pi2WbFG5bCgdAX
flight jacket,,,Avocado,No,1680,420,51,Green,Orange,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cool,Cool,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight2,251,8565,xNudt2hEJrRQW8YTA
flight jacket,,,Brown,No,1680,420,51,Brown,Beige,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,All Year,Free,Free,Cool,Cool,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlight0,251,4207,sFNKo6ZMxgx3FB5Bd
flower sweater,,,White,No,1200,300,51,White,Red,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit2,196,7843,aERPQsAtM9kYMjsKQ
flower sweater,,,Red,No,1200,300,51,Red,White,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit0,196,3597,MMmdRMvuRwBE5otMJ
flower sweater,,,Yellow,No,1200,300,51,Yellow,Red,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit3,196,7844,fmYCxK3tHJkBsMEWy
flower sweater,,,Green,No,1200,300,51,Green,Orange,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLFlowerknit1,196,7842,dYiwokjRaSWom3tfe
folk shirt,,,Red,No,1300,325,51,Red,Beige,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Active,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative0,370,4446,4DPTD6n87FGTiWDgo
folk shirt,,,Blue,No,1300,325,51,Aqua,Gray,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Active,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative2,370,7849,E9CrHL88bA9XGfqXg
folk shirt,,,Brown,No,1300,325,51,Brown,Yellow,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Active,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLNative1,370,7848,ZE3BkipjbF7LR3KYQ
football shirt,,,White,No,1120,280,51,White,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball1,371,9398,cAu6tgixNQuENfajk
football shirt,,,Black,No,1120,280,51,Black,White,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball7,371,9404,FbXusjrDLYfqcHh6q
football shirt,,,Berry red,No,1120,280,51,Red,White,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball3,371,9400,YnnusBMRmjscpD3TL
football shirt,,,Red,No,1120,280,51,Orange,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball6,371,9403,RehuSH5BeWm5sogHq
football shirt,,,Yellow,No,1120,280,51,Yellow,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball2,371,9399,Dk5NwoTEp24XCbi45
football shirt,,,Green,No,1120,280,51,Green,White,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,6,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball0,371,4447,urMACBJvyors4JtjQ
football shirt,,,Turquoise,No,1120,280,51,Green,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,7,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball5,371,9402,W6RtDSEBYufhS4y79
football shirt,,,Blue,No,1120,280,51,Blue,White,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,sporty; work,8,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHAmericanfootball4,371,9401,8KSFh4EnPkPwNpCh2
four-ball tee,,,NA,No,560,140,51,Purple,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball4,132,3321,NGv4n2Su8Qx95Eemh
frog tee,,,NA,No,640,160,51,Beige,Green,1x1,580,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHFrog0,1024,8195,DKMWSDKZoSzmWod7u
front-tie button-down shirt,,,Gray,No,800,200,51,Gray,Gray,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Elegant,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot3,445,8508,sAkH3rZEJ47um9m6n
front-tie button-down shirt,,,Pink,No,800,200,51,Pink,Pink,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Elegant,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot1,445,8506,euL2TPawQ2aXiAgMs
front-tie button-down shirt,,,Yellow,No,800,200,51,Yellow,Yellow,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Elegant,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot2,445,8507,M4CZ89bstAnrJeA5D
front-tie button-down shirt,,,Blue,No,800,200,51,Blue,Blue,1x1,720,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Elegant,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHKnot0,445,4567,wNWjYMRrguk5GsYR5
front-tie tee,,,White,No,640,160,51,White,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Cool,everyday; comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHKnot1,303,8356,cMFKMTf9PHB6Pf7S2
